title,year,genres,duration,directors,actors,rating
tt1528225,2010,"Action, Crime, Drama",94,"nm0524049, nm2273628","nm0524049, nm1543129, nm1273864, nm2537966, nm2272591",3.9
tt0056800,1963,"Action, Adventure, Drama",154,"nm0712947, nm0337885","nm0000032, nm0001257, nm0000057",6.7
tt2603600,2015,"Drama, Thriller",107,nm4856396,"nm1566033, nm3784739, nm4075380",2.0
tt0039055,1946,"Crime, Drama, Romance",93,nm0202088,"nm0000840, nm0388303, nm0634313",6.4
tt9135260,2019,"Action, Horror, Mystery",90,nm1754478,"nm7289044, nm7428291, nm0111029, nm3136976",4.6
tt0138681,2000,"Comedy, Crime, Drama",90,nm0175020,"nm0000686, nm0567945, nm0685771, nm0123632",5.6
tt3962984,2017,"Drama, History",118,nm0713576,"nm0002076, nm0740500, nm0000818",6.6
tt0314331,2003,"Comedy, Drama, Romance",135,nm0193485,"nm0631490, nm0279524, nm0000147",7.6
tt2379713,2015,"Action, Adventure, Thriller",148,nm0005222,"nm0185819, nm0910607, nm2244205, nm0000146, nm0000899",6.8
tt0059170,1965,"Action, Comedy",83,nm0000540,"nm0766100, nm0354486, nm0931186, nm0055274",6.7
tt0114224,1995,"Action, Crime, Thriller",94,nm0580726,"nm0199939, nm0863024, nm0404441",5.7
tt1452628,2010,"Horror, Mystery, Thriller",92,nm1970179,"nm0159789, nm0000491, nm0628601, nm3632976, nm3561899",4.9
tt0478763,2007,"Comedy, Romance",86,nm1054692,"nm0240564, nm0919258",4.4
tt0025948,1934,"Biography, Western",115,"nm0176699, nm0001328","nm0000891, nm0140504, nm0942039",6.3
tt5534434,2017,"Action, Comedy, Horror",83,nm2194534,"nm0791487, nm0387987, nm1925026",5.5
tt2387416,2014,"Crime, Drama",94,nm1563455,"nm3322560, nm3090924",2.6
tt0326856,2004,Comedy,99,nm0506022,"nm0001774, nm0085312, nm0001838",4.8
tt0299135,2005,Drama,107,nm0063581,"nm0911320, nm0559069, nm0001003",6.4
tt7451284,2018,"Animation, Action, Sci-Fi",85,nm2459558,"nm0945290, nm0847085, nm5665571",5.6
tt1261415,2009,"Horror, Thriller",79,nm2966708,"nm2985735, nm2287740, nm2454994, nm2760361",2.9
tt0834952,2008,Drama,101,nm2135223,"nm0143440, nm2135223, nm2336126, nm2336136",5.1
tt0068276,1972,"Drama, Family",90,nm0568546,"nm0391096, nm0189774",5.7
tt0176269,1999,"Action, Sci-Fi",83,nm0734747,"nm0000241, nm0925220, nm0770039",4.2
tt4048668,2015,"Adventure, Comedy, Crime",95,"nm1887480, nm1519639","nm0973177, nm1519639",6.0
tt0138927,2000,Drama,95,nm0075727,"nm0562924, nm0333318, nm0000608",6.5
tt0103003,1991,"Action, Comedy, Sci-Fi",90,nm0447944,"nm0001356, nm0515941, nm0001167, nm0588777, nm0001181",4.5
tt0445935,2007,"Crime, Drama, Mystery",112,nm0622695,"nm0953197, nm1766846, nm0000182",6.1
tt0088961,1985,"Horror, Sci-Fi",97,nm0540532,"nm0412177, nm0769446",4.3
tt0147612,1998,"Comedy, Drama",134,nm0001754,"nm0011038, nm0001484, nm0000450",7.7
tt4338076,2016,"Family, Horror, Thriller",90,nm4584276,"nm4584608, nm4584571",3.6
tt0049125,1956,"Adventure, Comedy, Drama",81,nm0287988,"nm0662240, nm0001171, nm0948714",6.8
tt0038452,1946,"Comedy, Crime, Drama",61,nm0439597,"nm0866010, nm0603646, nm0141479",6.7
tt0096944,1989,"Crime, Thriller",90,nm0077686,"nm0352379, nm0486225, nm0167649",4.6
tt0201694,2001,"Action, Comedy, Crime",93,nm0552693,"nm0213612, nm0878950",2.7
tt0085253,1987,Horror,82,nm0342626,"nm0489837, nm0814637, nm0330353",5.8
tt0083731,1982,Drama,94,"nm0176262, nm0733975","nm0113377, nm0276494, nm0788041",3.3
tt0315733,2003,"Crime, Drama, Thriller",124,nm0327944,"nm0000576, nm0915208, nm0396812",7.7
tt0080485,1980,"Action, Adventure, Crime",91,nm0496746,"nm0000314, nm0001673, nm0761212",5.4
tt0102048,1991,"Crime, Drama, Thriller",102,nm0000519,"nm0001505, nm0000513, nm0345466",7.0
tt0059675,1965,"Adventure, Crime, Drama",119,nm0256831,"nm0048939, nm0926183, nm0948772",6.8
tt0828158,2007,"Action, Crime, Drama",96,nm1026778,"nm0000491, nm0879085, nm0001609, nm0134072",5.8
tt0060531,1966,"Action, Drama, War",90,nm0336139,"nm0332587, nm0142650, nm0365999, nm0290955",5.8
tt0144189,1998,"Drama, Mystery",92,nm0249919,"nm0518312, nm0000744, nm0152082",4.2
tt0064629,1968,"Romance, Western",105,nm0326360,"nm0290047, nm0765546, nm0922165, nm0647010",5.4
tt0033323,1941,"Comedy, Musical",49,nm0697895,"nm0486387, nm0235897, nm0941019",5.2
tt0111175,1994,"Comedy, Horror, Thriller",86,nm0253320,"nm0364918, nm0001236",5.1
tt0094321,1987,"Comedy, Music, Romance",92,nm0001226,"nm0000187, nm0001162, nm0606584",4.8
tt0172699,2000,"Comedy, Drama, Romance",90,nm0019010,"nm0001718, nm0001555, nm0005375",5.0
tt0448149,2006,Drama,97,nm1568126,"nm1871722, nm0314253, nm0732309, nm0901926",5.5
tt8045906,2020,Drama,110,nm0294457,"nm1455681, nm0324658, nm4055138",7.1
tt5152640,2016,"Sci-Fi, Thriller",85,nm3480730,"nm3593924, nm9654717, nm4705288",4.3
tt0038427,1946,"Drama, Adventure, Family",92,nm0928208,"nm0852331, nm0604656, nm0237025",6.4
tt0021969,1931,"Drama, Romance",75,nm0002188,"nm0001055, nm0545298, nm0654530",6.7
tt0120791,1998,"Comedy, Drama, Fantasy",104,nm0001162,"nm0000113, nm0000173",6.3
tt0028662,1937,"Adventure, Comedy, Romance",58,nm0631438,"nm0619254, nm0401478",5.8
tt4192552,2019,"Horror, Thriller",102,nm2133820,"nm2745208, nm0004774, nm5911767",2.7
tt0038083,1945,Comedy,86,nm0325135,"nm0185883, nm0317519",6.0
tt0024684,1933,"Drama, Comedy",78,nm0195496,"nm0000858, nm0001485, nm0556919, nm0398197",6.8
tt0053440,1960,"Biography, Drama",106,nm0496746,"nm0432007, nm0790021, nm0007042",6.4
tt0029020,1937,"Action, Drama, Western",65,nm0782947,"nm0101956, nm0371025, nm0370797, nm0485494",6.9
tt0094169,1987,"Comedy, Crime, Drama",110,nm0537551,"nm0641939, nm0000618, nm0762017",5.0
tt0019684,1929,Mystery,91,nm0191899,"nm0062828, nm0602914, nm1303466, nm0454597, nm0000472",4.9
tt1522262,2009,"Adventure, Comedy, Horror",78,nm3026907,"nm1049386, nm1408629, nm3618232, nm1374567",5.5
tt1124058,2009,Drama,86,nm1108007,"nm2933612, nm2933218, nm3022329, nm3018991",5.3
tt1196601,2009,"Comedy, Horror",76,nm0996586,"nm0996586, nm2839035, nm0741378",3.8
tt0065134,1970,"Adventure, Romance, War",116,nm0796923,"nm0000511, nm0000142, nm0299578, nm0605494",7.0
tt0119468,1997,"Crime, Drama, Mystery",115,nm0001219,"nm0000151, nm0000171, nm0000144, nm0564107",6.6
tt0040823,1948,"Drama, Film-Noir, Mystery",89,nm0514822,"nm0001766, nm0000044, nm0723954, nm0179819",7.4
tt0050681,1957,"Biography, Drama",122,nm0678928,"nm0000010, nm0540416",7.2
tt0029675,1937,"Biography, Comedy, Drama",109,"nm0498174, nm0355284","nm0036427, nm0000026, nm0002068, nm0642988",6.4
tt1375670,2010,Comedy,102,nm0240797,"nm0001191, nm0416673, nm0001674",5.9
tt0094217,1987,Comedy,86,nm0465034,"nm0001902, nm0000324, nm0329029",4.2
tt0486651,2007,"Horror, Thriller",86,nm2078430,"nm0005529, nm0158306, nm2075282",4.7
tt0376105,2005,"Adventure, Comedy, Drama",102,nm0238865,"nm0339304, nm0659363, nm0005176, nm0001826",5.2
tt0056079,1962,"Comedy, Romance, War",90,nm0861703,"nm0001380, nm0696038, nm2795226, nm0000822",6.1
tt0031619,1939,"Adventure, History, Romance",113,nm0001843,"nm0371775, nm0000910, nm0929925",7.1
tt0051435,1958,"Drama, Romance",145,nm1444462,"nm0000989, nm0770730, nm0001954",6.7
tt0162348,1999,"Comedy, Romance",90,nm0430064,"nm0553796, nm0007115, nm0553855",7.7
tt0109370,1995,Comedy,91,nm0601620,"nm0001006, nm0000257, nm0674231, nm0001629",6.0
tt0119368,1997,Drama,105,nm0564319,"nm0112390, nm0000144, nm0001096",6.4
tt6149464,2018,Comedy,91,nm1224453,"nm0283945, nm0315962, nm0438187",4.6
tt0033154,1940,Comedy,98,nm0355284,"nm0751426, nm0002048, nm0001931",6.4
tt1302001,2010,Drama,102,nm1836315,"nm0005162, nm2358430, nm0164594",5.3
tt1811307,2013,"Biography, Drama, Romance",96,nm4255184,"nm0285913, nm0087109, nm1767528, nm2373827",6.1
tt0039848,1947,"Drama, Family",69,nm0484645,"nm0232159, nm0242911",6.1
tt4160706,2016,"Drama, Thriller",88,nm4730513,"nm2218604, nm3147751, nm0936298",4.6
tt3110982,2014,"Drama, Thriller",93,nm1925528,"nm1395771, nm1525807, nm1102053, nm0000639",5.3
tt7945822,2018,"Crime, Drama, Mystery",82,nm0006395,"nm1386659, nm2373827",5.2
tt2630310,2013,"Drama, Horror, Thriller",98,nm0790743,"nm0854702, nm0246814",6.0
tt0135444,1974,Horror,79,nm0633304,"nm0339493, nm0676390, nm0551413",4.0
tt0067588,1971,"Drama, Thriller",102,nm0000142,"nm0000142, nm0910055, nm0005234, nm0488024",7.0
tt0074238,1976,"Crime, Drama",92,nm7274555,"nm0004149, nm0191685, nm0171475",5.9
tt0373263,2007,"Comedy, Drama, Romance",87,nm1407464,"nm0084950, nm0291918, nm0699374, nm0228126",4.9
tt3491962,2016,"Action, Adventure, Drama",120,nm2356768,"nm0614877, nm0001632, nm0005561",5.4
tt0243609,2001,"Action, Drama, War",125,nm0192289,"nm0573223, nm0001015, nm0000662",7.0
tt4581576,2017,"Drama, Thriller",94,nm1714255,"nm0000216, nm1058940, nm1192254",5.6
tt2171867,2013,"Crime, Drama, Thriller",94,nm1996918,"nm2955013, nm0029400, nm0425005",5.2
tt1623745,2011,Drama,94,nm1990437,"nm1017334, nm0659048, nm0098378, nm0568180",6.1
tt2908228,2013,"Animation, Comedy, Family",72,"nm2149505, nm6348823","nm0152839, nm1868320, nm0508877",6.2
tt0980999,2012,"Drama, Romance",75,nm1394837,"nm2125902, nm1710309, nm3813115",5.9
tt1381402,2010,Comedy,95,nm0166714,"nm1956711, nm3339039, nm3284192",6.7
tt4374814,2015,Comedy,59,nm1802074,nm0005280,6.0
tt5086776,2016,"Comedy, Drama",84,nm3586204,"nm1436209, nm0687694, nm2642233",6.6
tt0359423,2004,"Drama, Romance",97,nm3199492,"nm1494947, nm0233079, nm0042603",6.7
tt0170260,2001,"Crime, Drama",91,nm0683578,"nm0000708, nm0000534, nm0738433",5.6
tt1942064,2008,"Comedy, Romance",112,nm1121649,"nm1121649, nm4603699, nm3712942, nm3712915",6.5
tt0046303,1953,"Drama, Western",118,nm0828419,"nm0000042, nm0000795",7.6
tt6494418,2018,"Crime, Romance, Thriller",104,nm0743676,"nm0000206, nm8969966",4.3
tt0056592,1962,"Crime, Drama",129,nm0612322,"nm0000060, nm0576345, nm0653942, nm0614677",8.2
tt0036961,1944,"Drama, Music, Romance",90,nm0711855,"nm0941253, nm0369792, nm0371376",6.0
tt6927492,2019,"Comedy, Drama",105,nm1627093,"nm2805533, nm3565222",5.1
tt0112320,1995,"Horror, Sci-Fi",80,nm0668292,"nm0285768, nm0356056, nm0506130",2.7
tt0046492,1953,Western,84,nm0524995,"nm0668362, nm0012443, nm0336531",5.6
tt0021952,1931,"Comedy, Musical, Romance",75,nm0226189,"nm0588894, nm0528908, nm0001211, nm0259816, nm0827509",5.9
tt3662066,2015,"Comedy, Drama, Music",98,nm0250315,"nm0000686, nm1720028, nm0307726",5.2
tt0049698,1956,"Crime, Romance, Western",82,nm0918458,"nm0235835, nm0291821, nm0716279, nm0372271",5.7
tt0037685,1945,"Comedy, Music",64,nm0419282,"nm0587900, nm0942929, nm0931547",5.9
tt0185664,1999,"Comedy, Drama, Family",110,nm0473936,"nm0881948, nm0050156, nm0658057",5.5
tt0110651,1994,"Action, Sci-Fi",86,nm0934912,"nm0001685, nm0741672, nm0005078",4.2
tt0380623,2005,"Comedy, Family, Romance",100,nm0743093,"nm0240381, nm0000181, nm0636562",5.5
tt0070833,1972,"Action, Crime, Drama",89,nm0951139,"nm0552633, nm0003857, nm0370963",6.8
tt1135095,2009,"Drama, Horror, Sci-Fi",93,nm0191147,"nm0524197, nm0372176, nm9696871, nm2356963",5.4
tt4135326,2017,"Adventure, Biography, Drama",79,nm1849850,"nm3885943, nm0595485, nm5677379",6.2
tt2112277,2014,"Action, Crime, Drama",96,nm2978815,"nm0000241, nm1890824, nm0000547",4.5
tt0430919,2005,"Comedy, Romance",96,nm0777447,"nm0870204, nm2303057, nm1775528, nm1721326",6.0
tt0120576,1998,"Drama, Music, Romance",126,nm0354279,"nm0001853, nm0154663",5.9
tt0120484,1998,"Comedy, Sport",90,nm0178997,"nm0001191, nm0000870, nm0001857",6.1
tt0021178,1930,"Drama, Musical, Romance",78,nm0176699,"nm0862546, nm0601254",6.1
tt0128769,1970,Comedy,84,nm0118438,"nm0232971, nm0733687, nm0651636",5.1
tt3363912,2014,Drama,90,nm2098405,"nm6252901, nm6252902, nm6252903",6.1
tt0113501,1995,"Action, Crime, Drama",102,nm0322865,"nm0000125, nm0000401, nm0001009",6.4
tt0454864,2006,"Horror, Mystery, Thriller",101,nm0275244,"nm0000579, nm0001457, nm0110168",5.6
tt1629757,2012,"Biography, Drama, Sport",116,"nm0000776, nm0000436","nm0124930, nm4103976, nm0000223",7.2
tt0107448,1993,"Comedy, Horror, Romance",98,nm0549393,"nm0001914, nm0287920, nm0741648",5.8
tt0020959,1930,"Drama, Romance",93,nm0454772,"nm0892473, nm0380965, nm0390732",5.5
tt0104134,1992,Thriller,93,nm0697935,"nm0000476, nm0002989",5.2
tt0073015,1975,"Action, Crime, Drama",106,nm0439597,"nm0000833, nm0886725, nm0217316",6.4
tt0306496,2002,"Drama, Horror",84,nm3496821,"nm0590064, nm1130398, nm0363412",3.3
tt0428212,2005,"Horror, Thriller",88,nm0440948,"nm0708338, nm0922563, nm0385346, nm0022306",3.7
tt0116827,1996,"Drama, Thriller",103,nm0000915,"nm0000232, nm0001555, nm0001642",5.7
tt1274586,2014,"Action, Drama, Thriller",94,nm0001707,"nm0000115, nm0947338, nm0992562",4.4
tt0110518,1994,Comedy,97,nm1685266,nm1685266,5.6
tt0077663,1978,"Comedy, Fantasy, Romance",101,"nm0000886, nm0377750","nm0000886, nm0160343, nm0000051, nm0912001, nm0001301",6.9
tt0083722,1982,"Fantasy, Horror, Thriller",118,nm0001707,"nm0000176, nm0000532, nm0001334, nm0001578",6.2
tt6048582,2016,"Drama, Romance",119,nm4296517,"nm4247909, nm2728860",6.9
tt0413015,2005,"Comedy, Drama, Music",103,nm0001241,"nm0001132, nm0001364",7.0
tt0027040,1935,"Comedy, Mystery, Romance",90,nm0731597,"nm0001635, nm0001677, nm0446771, nm0516876",6.7
tt0036582,1944,"Adventure, Biography, Drama",130,nm0710924,"nm0545298, nm0807252",7.1
tt0019993,1929,"Comedy, Music",130,"nm0718469, nm0127511","nm0619261, nm0000912, nm0318110, nm0790454",5.9
tt1454700,2017,"Drama, History, Thriller",80,"nm2674916, nm3225249","nm1564107, nm1980099, nm1419806",7.0
tt0024963,1934,"Drama, Romance",76,nm0113284,"nm0001076, nm0000022, nm0472603",6.2
tt0117007,1996,"Drama, Thriller",92,nm0434211,"nm0004785, nm0110803, nm0762560, nm0625727",5.5
tt0124869,1987,Comedy,98,nm0325916,"nm0820544, nm0459188, nm0330855",3.7
tt0087277,1984,"Drama, Music, Romance",107,nm0006889,"nm0000102, nm0001742, nm0001475",6.6
tt0045592,1953,"Comedy, Musical, Romance",114,nm0485943,"nm0581062, nm0640307, nm0893584, nm0001695",6.8
tt0479997,2011,"Action, Adventure, Fantasy",95,nm0784061,"nm0000115, nm0000579, nm1304386",5.4
tt0106627,1993,"Drama, Thriller",89,nm0788454,"nm0000144, nm0000224",5.9
tt0070825,1973,"Action, Comedy, Romance",92,nm0447944,"nm0000078, nm0000268, nm0001792, nm6649572",6.5
tt0479884,2006,"Action, Crime, Thriller",88,"nm0004410, nm8547363","nm0005458, nm0005442, nm1504678, nm0708293",6.9
tt5280984,2016,"Comedy, Romance",75,nm3236069,"nm3713720, nm1986622, nm2860379",5.2
tt4089412,2014,"Comedy, Horror",62,nm8691690,"nm7275162, nm4005551, nm6819842",5.9
tt4631048,2018,Drama,75,nm7279744,"nm2728860, nm7282390, nm4451963, nm9992140",6.8
tt0047684,1954,"Adventure, Romance",84,nm0678928,"nm0001996, nm0281766, nm0886638",6.6
tt0108153,1993,"Comedy, Family, Fantasy",83,nm0842468,"nm0124079, nm0000787, nm0002037, nm0212921",2.7
tt0100211,1989,"Crime, Drama, Thriller",124,nm0002020,"nm0001448, nm0000090, nm0002078",7.4
tt1743375,2011,"Drama, Sci-Fi, Thriller",85,nm1359237,"nm0518715, nm1734202, nm0344196",3.2
tt0051019,1957,"Drama, Film-Noir",100,nm0307246,"nm0001262, nm0385757, nm0725052",6.9
tt0995063,2009,Comedy,80,nm2056650,"nm2607695, nm5753348, nm2604841",4.9
tt0065802,1970,Comedy,96,nm0000814,"nm0136072, nm0325520",4.5
tt0052706,1959,"Comedy, Drama",102,nm0624535,"nm0000039, nm0106387, nm0002001, nm0827101",5.1
tt0115834,1996,"Action, Horror, Sci-Fi",85,nm0934912,"nm0884306, nm0348186, nm0212921",3.2
tt1430132,2013,"Action, Adventure, Sci-Fi",126,nm0003506,"nm0413168, nm5148840, nm3822462",6.7
tt0033187,1940,"Adventure, Comedy, Drama",77,nm0782597,"nm0708081, nm0002118, nm0943837",5.7
tt1159721,2010,Thriller,90,nm0896735,"nm1711052, nm0893257, nm0000526",4.7
tt0226362,1999,"Fantasy, Horror",90,nm0138609,"nm1212050, nm0914693",3.7
tt0091339,1987,Horror,85,nm0697935,"nm0440076, nm5127102, nm0560026, nm0697961, nm0065235",4.8
tt0083690,1982,"Sci-Fi, Thriller",77,nm0518579,"nm0001158, nm0522429, nm0587256, nm0782724, nm0735471",4.7
tt0086494,1983,"Comedy, Fantasy, Romance",88,nm0381273,"nm0000237, nm0000556, nm0001164",4.8
tt0049013,1956,"Horror, Sci-Fi",82,nm0494110,"nm0001651, nm0848667, nm0001033",6.1
tt0248535,1990,Horror,88,nm0452537,"nm0000469, nm0276048",5.0
tt0046333,1953,"Drama, Romance, Western",101,nm4196348,"nm0943837, nm0001330, nm0647970, nm0002079",6.7
tt0020945,1930,"Comedy, Musical",78,nm0806061,"nm0923774, nm0941298, nm0497186",6.1
tt0382561,2004,"Comedy, Romance",105,nm0806492,"nm0594898, nm0808917, nm0868659",5.2
tt0078078,1977,"Comedy, Fantasy, Horror",94,nm0740673,"nm0601834, nm0528345, nm0200011",6.3
tt0105107,1992,Drama,135,nm0000626,"nm0001521, nm0000291, nm0052202, nm0544067, nm0719964",7.4
tt0034455,1942,Western,82,nm0568915,"nm0228715, nm0140504, nm0288003",5.4
tt0063805,1968,Comedy,113,nm0550892,"nm0813961, nm0186314, nm0459252, nm0286355",4.6
tt0089826,1985,Comedy,92,nm0464506,"nm0597517, nm0461129",4.9
tt0137523,1999,Drama,139,nm0000399,"nm0001570, nm0000093, nm0001533, nm0340260",8.8
tt0083930,1982,Drama,115,nm0364805,"nm0000249, nm0570625, nm0001464",6.5
tt0123324,1998,"Biography, Drama, Music",116,nm0622695,"nm0000932, nm0000407",6.4
tt6010518,2016,Horror,81,nm5192303,"nm4622699, nm4140200, nm5076257, nm1035404",4.6
tt0027413,1936,"Comedy, Musical, Romance",90,nm0045800,"nm0203836, nm0000022",6.5
tt2912776,2015,"Drama, Music",110,nm0359386,"nm0873148, nm3815668, nm0699838, nm4621173",5.9
tt2241741,2012,"Comedy, Horror",101,nm4511277,"nm4899525, nm4899554, nm3607393",3.2
tt0031867,1939,"Crime, Drama, Film-Noir",106,nm0909825,"nm0000010, nm0485509, nm0000007, nm0313438",8.0
tt0120034,1997,"Comedy, Romance, Drama",98,nm0917992,"nm0000606, nm0001689, nm0908116, nm0291233",7.2
tt0039566,1947,Comedy,118,nm0002031,"nm0001635, nm0002050, nm0852331",7.2
tt0015881,1924,"Drama, Thriller, Western",140,nm0002233,"nm0686032, nm0332998, nm0380965",8.1
tt6835498,2018,Drama,95,nm2660273,"nm8244608, nm6665681, nm5426973",7.0
tt1913166,2013,"Horror, Thriller",84,nm0007439,"nm0209289, nm2197298, nm0000555",4.5
tt1530509,2011,"Crime, Horror",91,nm1519353,"nm4030776, nm2460100, nm4498683",3.8
tt0035446,1942,"Comedy, War",99,nm0523932,"nm0001479, nm0000912, nm0821041",8.2
tt0033676,1941,"Comedy, Romance, War",74,nm0052217,"nm0491048, nm0001316",6.3
tt0045029,1952,"Drama, Film-Noir",105,nm0624535,"nm0001859, nm0581282, nm0719692",7.0
tt0810811,2006,Horror,82,nm0372798,"nm0372798, nm0684929, nm1768098",2.7
tt0062365,1967,"Action, Drama, Romance",89,nm0750701,"nm0002088, nm0003104",5.4
tt0228301,2003,"Drama, Romance",124,nm0284075,"nm0004773, nm0172557",5.5
tt0339419,2003,"Crime, Drama, Romance",94,nm0121800,"nm0386472, nm0347509, nm0420955",7.1
tt0034033,1941,"Comedy, Music",96,nm0124878,"nm0477517, nm0000858, nm0892473",5.5
tt0841138,2008,"Comedy, Romance",86,"nm2348255, nm2345100","nm0823563, nm0001152, nm0831601",5.6
tt0068663,1972,"Action, Crime, Mystery",103,nm0425593,"nm0000577, nm0765546",6.0
tt1231587,2010,"Comedy, Sci-Fi",101,nm0684336,"nm0000131, nm0241173",6.4
tt0047137,1954,Western,103,nm0437356,"nm0707843, nm0504125, nm0875861, nm0751246",6.0
tt0357277,2005,"Action, Adventure, Crime",97,nm0101385,"nm0004950, nm0899681, nm0698977, nm0498449",4.7
tt0080605,1980,"Action, Crime, Drama",103,nm0283500,"nm0001821, nm0757854, nm0000732, nm0708784",6.3
tt5940448,2017,Horror,80,nm4781704,"nm8248655, nm8340761, nm0178757",4.5
tt0074634,1976,"Action, Crime, Drama",107,nm0823630,"nm0810349, nm0082515, nm0320755, nm0267253",5.2
tt5247042,2016,"Action, Thriller",89,nm5835466,"nm5450129, nm0344603, nm1130771",3.5
tt0104438,1992,"Comedy, Romance, Thriller",96,nm0000921,"nm0001001, nm0000115, nm0000572",5.8
tt0034407,1941,"Comedy, Romance",94,nm0749484,"nm0001766, nm0000020, nm0118000, nm0164441",6.0
tt0341540,2003,"Comedy, Crime, Family",101,nm1109378,"nm1109458, nm1111123, nm0842451",6.1
tt0828393,2008,Drama,88,nm0293253,"nm1265068, nm0021597, nm1778235",5.5
tt2184207,2012,Adventure,71,nm4854915,"nm4854744, nm2590736, nm3798632",2.1
tt0043721,1951,Comedy,80,nm0743407,"nm0146542, nm0000057, nm0433150",5.5
tt6932340,2017,"Crime, Drama, Thriller",90,nm0791140,"nm0005102, nm0914475, nm3959336, nm7367497",5.1
tt0469151,2007,Drama,88,nm1975499,"nm0233079, nm0000663, nm0001166",5.2
tt6205872,2018,"Action, Comedy, Crime",108,nm0506094,"nm3747611, nm8821143, nm4025229",5.9
tt0100240,1990,"Adventure, Drama, Family",90,nm0004306,"nm0000970, nm0607213",5.2
tt0421156,2007,"Adventure, Family, Fantasy",93,nm1697654,"nm0001218, nm0005057",3.4
tt0037859,1945,"Crime, Film-Noir, Mystery",94,nm0202842,"nm0002052, nm0000897",6.8
tt0120692,1998,Comedy,97,nm0449576,"nm0000379, nm0000451, nm0001655",6.7
tt0113601,1995,Drama,82,nm0250806,"nm0905873, nm0450240, nm0937801, nm0430607",5.5
tt0323939,2003,"Crime, Thriller",101,nm1195760,"nm1195753, nm1515380, nm0869815",6.3
tt1502420,2011,"Comedy, Romance",85,nm0628146,"nm0293509, nm0601553, nm0001738",4.6
tt0110978,1995,"Comedy, Horror, Thriller",87,nm0377066,"nm0000250, nm0000190, nm0413210",3.3
tt0245674,2001,"Fantasy, Horror",91,nm0065284,"nm0001724, nm0001110, nm0000498, nm0002436",5.6
tt0074112,1976,"Comedy, Romance",100,nm0466793,"nm0000493, nm0000991, nm0000249, nm0034082, nm0256364",5.3
tt0084274,1981,"Drama, Romance",90,nm0864812,"nm0788829, nm0001560, nm0001428",4.5
tt0995039,2008,"Comedy, Drama, Fantasy",102,nm0462895,"nm0001427, nm1994167, nm0404427",6.7
tt4181782,2017,"Horror, Mystery, Thriller",90,nm1164755,"nm5824400, nm4353483, nm7312040",5.1
tt10308928,2020,"Action, Drama",91,nm0689187,"nm0386472, nm0000154, nm0953882",4.4
tt0113964,1994,"Action, Drama, Thriller",99,nm0918089,"nm0951828, nm0236711",4.3
tt6769280,2018,"Comedy, Drama, Romance",104,nm1577772,"nm2633535, nm3849842, nm1711114, nm3816797",5.8
tt0847510,2007,Drama,87,nm0579690,"nm1139421, nm1402839, nm2373989",5.9
tt0067975,1971,"Crime, Musical, Mystery",101,nm0364252,"nm0001666, nm0001859, nm0915840",6.4
tt0072926,1975,"Action, Crime, Thriller",129,nm0000142,"nm0000142, nm0001421, nm0569144",6.4
tt0063058,1969,"Action, Drama, Thriller",95,nm0223317,"nm0805177, nm0485388, nm0730126, nm0678821",5.6
tt0147906,1998,Thriller,93,nm0414910,"nm0870466, nm0365866, nm0272600, nm0612820, nm0577178",4.4
tt1084697,2008,"Action, Crime",83,nm1019103,"nm0229422, nm0001434, nm1387067, nm2340355, nm0036537",2.5
tt0094939,1988,"Animation, Comedy, Family",72,"nm0285666, nm0293989","nm0000305, nm0868123, nm1358626",7.2
tt0047885,1955,"Crime, Drama",101,nm1444462,"nm0001229, nm0004282, nm0129894",7.4
tt0044400,1952,"Drama, History, War",72,nm0270765,"nm0000851, nm0922505, nm0001033, nm0471854, nm0731507",5.9
tt1714206,2013,"Comedy, Drama, Romance",95,nm1242054,"nm1886602, nm0940362, nm0488953",7.1
tt0079946,1978,"Action, Adventure, Sci-Fi",94,nm0172826,"nm0331374, nm0613098, nm1894010, nm0001327",4.0
tt0028163,1936,"Action, Music, Western",60,nm0247484,"nm0000810, nm0122470, nm0335394",5.6
tt8000908,2019,"Action, History",124,nm3413681,"nm0005171, nm2846393, nm0364813",5.4
tt0070355,1973,"Action, Crime, Mystery",124,nm0692872,"nm0000142, nm0001358",7.2
tt0250081,2001,"Comedy, Drama, Romance",87,nm0001754,"nm0004757, nm0280559, nm0936298, nm0857215",6.8
tt1031280,2008,"Horror, Sci-Fi, Thriller",82,nm0929317,"nm1889973, nm1489978, nm0182455",6.1
tt0037297,1944,"Comedy, Musical",93,nm0800373,"nm0001944, nm1706905, nm0335748",6.2
tt0095060,1989,"Comedy, Sci-Fi",90,nm0213983,"nm0419747, nm0484641",4.5
tt2006721,2012,"Comedy, Romance",110,nm0007161,"nm0797464, nm0001285, nm1057932",4.6
tt1051226,2009,"Comedy, Horror, Sport",92,nm2688488,"nm1154986, nm2067949, nm3647676",4.1
tt2530316,2018,"Comedy, Drama, Romance",95,nm2845464,"nm6886149, nm6365311, nm7858961",4.4
tt0439878,2005,"Drama, Romance",90,nm1251009,"nm0000353, nm1251009, nm0001025, nm0207218",3.3
tt1674047,2013,"Horror, Thriller",90,nm1343100,"nm3180472, nm3179972, nm4946619",1.6
tt5164214,2018,"Action, Comedy, Crime",110,nm0002657,nm0000113,6.2
tt0168578,2000,"Comedy, Romance",93,nm0905684,"nm0697314, nm0478750, nm0304502, nm3581206",5.1
tt0102882,1991,"Horror, Thriller",95,nm0643539,"nm0339304, nm0502044",5.2
